"cjis_code","COMAR","offense_literal","source","fel_mis","max_term","min_term","type","seriousness","fine"
"","245-4","Motor Vehicle Offense
Driving while impaired by drugs or
drugs and alcohol, 2nd offense","TR, §21-
902(c)(1)(ii)(2)","Misd.","1Y","","Person","VII","$500"
"","245-5","Motor Vehicle Offense
Driving while impaired by drugs or
drugs and alcohol, 3rd or subsequent
offense","TR, §21-
902(c)(1)(ii)(3)","Misd.","3Y","","Person","V","$3,000"
"","245-6","Motor Vehicle Offense
Driving while impaired by drugs or
drugs and alcohol, while
transporting a minor, 1st offense","TR, §21-
902(c)(2)(ii)(1)","Misd.","6M","","Person","VII","$1,000"
"","245-7","Motor Vehicle Offense
Driving while impaired by drugs or
drugs and alcohol, while
transporting a minor, 2nd offense","TR, §21-
902(c)(2)(ii)(2)","Misd.","1Y","","Person","VII","$2,000"
"","245-8","Motor Vehicle Offense
Driving while impaired by drugs or
drugs and alcohol, while
transporting a minor, 3rd or
subsequent offense","TR, §21-
902(c)(2)(ii)(3)","Misd.","4Y","","Person","V","$4,000"
"","245-9","Motor Vehicle Offense
Driving while impaired by
controlled dangerous substance, 1st
offense","TR, §21-
902(d)(1)(ii)(1)","Misd.","1Y","","Person","VII","$1,000"
"","246","Motor Vehicle Offense
Fleeing or eluding police, 1st offense","TR, §21-
904(f)(1)(i)","Misd.","1Y","","Person","VII","$1,000"
"","247","Motor Vehicle Offense
Fleeing or eluding police,
subsequent","TR, §21-
904(f)(1)(ii)","Misd.","2Y","","Person","VI","$1,000"
"","248","Motor Vehicle Offense
Fleeing or eluding police that results
in bodily injury to another person","TR, §21-
904(d)(1), (f)(2)","Misd.","3Y","","Person","V","$5,000"
"","249","Motor Vehicle Offense
Fleeing or eluding police that results
in death of another person","TR, §21-904(f)(3)","Misd.","10Y","","Person","IV","$5,000"
"1-0965","25","Assault and Other Bodily
Woundings
Female genital mutilation--perform
or consent to","HG, §20-601
HG, §20-603","Felony","5Y","","Person","V","$5,000"
"1-0970","25","Assault and Other Bodily
Woundings
Female genital mutilation--perform
or consent to","HG, §20-601
HG, §20-603","Felony","5Y","","Person","V","$5,000"
"1-0285","25-1","Assault and Other Bodily
Woundings--Other
Willfully expose others to infectious
disease","HG, §18-601","Misd.","1Y","","Person","VII","$500"
"1-1447","25-10","Assault and Other Bodily
Woundings--Other
Failure to comply with an extreme
risk protective order, subsequent","PS, §5-610(a)(2)","Misd.","1Y","","Person","VII","$2,500"
"4-7360","25-2","Assault and Other Bodily
Woundings--Other
Knowingly transfer or attempt to
transfer HIV virus","HG, §18-601.1","Misd.","3Y","","Person","V","$2,500"
"1-0321","25-4","Assault and Other Bodily
Woundings--Other
Knowingly and willfully causing
another to ingest bodily fluid","CR, §3-215","Misd.","10Y","","Person","V","$2,500"
"2-0254","25-5","Assault and Other Bodily
Woundings--Other
Failure to comply with or violation
of protective order, 1st offense","FL, §4-509(a)(1)","Misd.","90D","","Person","VII","$1,000"
"2-0354","25-6","Assault and Other Bodily
Woundings--Other
Failure to comply with or violation
of protective order, subsequent","FL, §4-509(a)(2)","Misd.","1Y","","Person","VII","$2,500"
"2-0105","25-7","Assault and Other Bodily
Woundings--Other
Failure to comply with or violation
of peace order, 1st offense","CJ, § (a)(1)","Misd.","90D","","Person","VII","$1,000"
"2-0105","25-8","Assault and Other Bodily
Woundings--Other
Failure to comply with or violation
of peace order, subsequent","CJ, § (a)(2)","Misd.","1Y","","Person","VII","$2,500"
"1-1446","25-9","Assault and Other Bodily
Woundings--Other
Failure to comply with an extreme
risk protective order, 1st offense","PS, §5-610(a)(1)","Misd.","90D","","Person","VII","$1,000"
"","250","Motor Vehicle Offense
Fleeing or eluding police attempting
to apprehend driver for commission
of crime of violence","TR, §21-904(e),
(f)(2)","Misd.","3Y","","Person","V","$5,000"
"","250-1","Motor Vehicle Offense
Driver failing to remain at scene of
accident that results only in damage
to attended vehicle or property","TR, §20-103","Misd.","2M","","Property","VII","$500"
"","251","Motor Vehicle Offense
Driver failing to remain at scene of
accident that results in bodily injury
to another person","TR, §20-
102(c)(2)(i)","Misd.","1Y","","Person","VII","$3,000"
"","252","Motor Vehicle Offense
Driver failing to remain at scene of
accident that results in death of
another person","TR, §20-
102(c)(2)(ii)","Misd.","5Y","","Person","V","$5,000"
"","253","Motor Vehicle Offense
Driver failing to remain at scene of
accident with knowledge of serious
bodily injury to another person","TR, §20-
102(c)(3)(i)","Felony","5Y","","Person","V","$5,000"
"","254","Motor Vehicle Offense
Driver failing to remain at scene of
accident with knowledge of death of
another person","TR, §20-
102(c)(3)(ii)","Felony","10Y","","Person","IV","$10,000"
"","254-1","Motor Vehicle Offense
Commit or engage another to
commit a violation of motor vehicle
law for the purpose of recording the
violation without permission","TR, §2","Misd.","1Y","","Person","VII","$1,000"
"","254-2","Motor Vehicle Offense
Use of text messaging device or
handheld telephone while driving
that causes an accident resulting in
death or serious bodily injury","TR, §2 .3","Misd.","1Y","","Person","VII","$5,000"
"","255","Motor Vehicle Offense
Violation of ignition interlock
system participation requirements,
1st offense","TR, §16-
113(l)(2)(i)","Misd.","1Y","","Property","VII","$1,000"
"","256","Motor Vehicle Offense
Violation of ignition interlock
system participation requirements,
subsequent","TR, §16-
113(l)(2)(ii)","Misd.","2Y","","Property","VI","$1,000"
"","256-1","Motor Vehicle Offense
Driving without having been issued
a license, 1st offense","TR, §16-101(c)(1)","Misd.","60D","","Property","VII","$500"
"","257","Motor Vehicle Offense
Driving without having been issued
a license, subsequent","TR, §16-101(c)(2)","Misd.","1Y","","Property","VII","$500"
"","258","Motor Vehicle Offense
Driving while license is refused,
canceled, suspended, or revoked, 1st
offense","TR, §16-
303(k)(1)(i)","Misd.","1Y","","Property","VII","$1,000"
"","258-1","Motor Vehicle Offense
Driving while license is refused,
canceled, suspended, or revoked,
subsequent","TR, §16-
303(k)(1)(ii)","Misd.","2Y","","Property","VI","$1,000"
"","259","Motor Vehicle Offense
Driving commercial motor vehicle
while license is refused, canceled,
suspended, or revoked","TR, §16-808(d)(1)","Misd.","5Y","","Property","VI","$10,000"
"1-1425","26","Assault and Other Bodily
Woundings
Reckless endangerment","CR, §3-204(a)

(from
car)","Misd.","5Y","","Person","V","$5,000"
"1-1430","26","Assault and Other Bodily
Woundings
Reckless endangerment","CR, §3-204(a)

(from
car)","Misd.","5Y","","Person","V","$5,000"
"","260","Motor Vehicle Offense
Driver of commercial vehicle not in
possession of license, 1st offense","TR, §16-
808(d)(2)(i)","Misd.","6M","","Property","VII","$1,000"
"","261","Motor Vehicle Offense
Driver of commercial vehicle not in
possession of license, 2nd offense","TR, §16-
808(d)(2)(ii)","Misd.","1Y","","Property","VII","$2,000"
"","262","Motor Vehicle Offense
Driver of commercial vehicle not in
possession of license, 3rd or
subsequent offense","TR, §16-
808(d)(2)(iii)","Misd.","2Y","","Property","VI","$3,000"
"","263","Motor Vehicle Offense
Obtaining commercial driver's
license by misrepresentation","TR, §16-813.1","Misd.","5Y","","Property","VI","$10,000"
"1-1298","264","Motor Vehicle Offense
Providing false evidence of required
security, 1st offense","TR, §17-110(b)(1)","Misd.","1Y","","Property","VII","$1,000"
"","265","Motor Vehicle Offense
Providing false evidence of required
security, subsequent","TR, §17-110(b)(2)","Misd.","2Y","","Property","VI","$1,000"
"","266","Motor Vehicle Offense
Drive vehicle or permit another to
drive vehicle knowing that vehicle is
not covered by the required security,
1st offense","TR, §17-107(d)(1)","Misd.","1Y","","Property","VII","$1,000"
"","267","Motor Vehicle Offense
Drive vehicle or permit another to
drive vehicle knowing that vehicle is
not covered by the required security,
subsequent","TR, §17-107(d)(2)","Misd.","2Y","","Property","VI","$1,000"
"","267-1","Motor Vehicle Offense
Knowingly sell, offer, install,
reinstall, import, misrepresent, etc.,
a counterfeit, nonfunctional, or no
airbag","TR, §22-419","Misd.","5Y","","Property","VI","$5,000"
"","268","Motor Vehicle Offense
Possession of motor vehicle master
key","TR, §14-103","Misd.","1Y","","Property","VII","$500"
"","268-1","Motor Vehicle Offense
Conduct the business of a vehicle
dealer without a license","TR, §15-302","Misd.","1Y","","Property","VII","$5,000"
"","268-2","Motor Vehicle Offense
Conduct the business of an
automotive dismantler and recycler
or a scrap processor without a
license, subsequent","TR, §15-502(e)(2)","Misd.","1Y","","Property","VII","$2,000"
"","268-3","Motor Vehicle Offense
Act as a vehicle salesman without a
license, subsequent","TR, §15-402(c)(2)","Misd.","1Y","","Property","VII","$2,000"
"","268-4","Motor Vehicle Offense
Transportation of hazardous
materials, subsequent","TR, §21-
1411(d)(2)","Misd.","1Y","","Property","VII","$2,000"
"1-0765","27","Assault and Other Bodily
Woundings
Cause a life threatening injury by
motor vehicle or vessel while under
the influence of alcohol, 1st offense","CR, §3-
211(c)(3)(i)","Misd.","3Y","","Person","VI","$5,000"
"","27-1","Assault and Other Bodily
Woundings
Cause a life threatening injury by
motor vehicle or vessel while under
the influence of alcohol, subsequent","CR, §3-
211(c)(3)(ii)","Misd.","5Y","","Person","V","$10,000"
"1-0990","276","Murder
1st degree generally","CR, §2-201","Felony","LIFE *","LIFE","Person","I",""
"1-0990","277","Murder
1st degree during rape, etc.","CR, §2-201","Felony","LIFE *","LIFE","Person","I",""
"1-0990","278","Murder
1st degree perpetration of arson","CR, §2-201","Felony","LIFE *","LIFE","Person","I",""
"1-0990","279","Murder
1st degree burning barn, tobacco
house, etc.","CR, §2-201","Felony","LIFE *","LIFE","Person","I",""
"1-0770","28","Assault and Other Bodily
Woundings
Cause a life threatening injury by
motor vehicle or vessel while
impaired by alcohol, 1st offense","CR, §3-
211(d)(3)(i)","Misd.","2Y","","Person","VI","$3,000"
"","28-1","Assault and Other Bodily
Woundings
Cause a life threatening injury by
motor vehicle or vessel while
impaired by alcohol, subsequent","CR, §3-
211(d)(3)(ii)","Misd.","5Y","","Person","V","$10,000"
"2-0910","280","Murder
1st degree, attempted","CR, §2-205","Felony","LIFE *","","Person","II",""
"","280-1","Murder
1st degree, conspiracy","1C0990 Common law","Misd.","LIFE","","Person","I",""
"","281","Murder
1st degree, solicitation","1S0990 Common law","Misd.","LIFE","","Person","II",""
"1-1107","282","Murder
2nd degree","CR, §2-204","Felony","40Y *","","Person","II",""
"2-0920","283","Murder
2nd degree, attempted","CR, §2-206","Felony","30Y *","","Person","III",""
"1-3605","284","Nudity and Related Sexual
Displays
Indecent exposure","CR, §11-107","Misd.","3Y","","Person","VI","$1,000"
"2-1133","284-1","Nudity and Related Sexual
Displays
Indecent exposure of an inmate to
correctional officer","CS, § 8-803","Misd.","3Y","","Person","VI","$1,000"
"1-0298","285","Obscene Matter
Child pornography, 1st offense","CR, §11-207(b)(1)","Felony","10Y","","Person","IV","$25,000"
"1-0299","285","Obscene Matter
Child pornography, 1st offense","CR, §11-207(b)(1)","Felony","10Y","","Person","IV","$25,000"
"1-0300","285","Obscene Matter
Child pornography, 1st offense","CR, §11-207(b)(1)","Felony","10Y","","Person","IV","$25,000"
"1-0315","285","Obscene Matter
Child pornography, 1st offense","CR, §11-207(b)(1)","Felony","10Y","","Person","IV","$25,000"
"2-3799","285","Obscene Matter
Child pornography, 1st offense","CR, §11-207(b)(1)","Felony","10Y","","Person","IV","$25,000"
"1-0298","286","Obscene Matter
Child pornography-subsequent","CR, §11-207(b)(2)","Felony","20Y","","Person","III","$50,000"
"1-0299","286","Obscene Matter
Child pornography-subsequent","CR, §11-207(b)(2)","Felony","20Y","","Person","III","$50,000"
"1-0300","286","Obscene Matter
Child pornography-subsequent","CR, §11-207(b)(2)","Felony","20Y","","Person","III","$50,000"
"1-0315","286","Obscene Matter
Child pornography-subsequent","CR, §11-207(b)(2)","Felony","20Y","","Person","III","$50,000"
"2-3799","286","Obscene Matter
Child pornography-subsequent","CR, §11-207(b)(2)","Felony","20Y","","Person","III","$50,000"
"1-0294","287","Obscene Matter
Sending or bringing into State for
sale or distribution, publishing, etc.,
subsequent","CR, §11-202(b)(2)","Misd.","3Y","","Person","VI","$5,000"
"1-0295","287","Obscene Matter
Sending or bringing into State for
sale or distribution, publishing, etc.,
subsequent","CR, §11-202(b)(2)","Misd.","3Y","","Person","VI","$5,000"
"1-0296","287","Obscene Matter
Sending or bringing into State for
sale or distribution, publishing, etc.,
subsequent","CR, §11-202(b)(2)","Misd.","3Y","","Person","VI","$5,000"
"1-3705","287","Obscene Matter
Sending or bringing into State for
sale or distribution, publishing, etc.,
subsequent","CR, §11-202(b)(2)","Misd.","3Y","","Person","VI","$5,000"
"","288","Obscene Matter
Obscene performances in Anne
Arundel, Charles, Howard,
Somerset, Wicomico, Worcester
counties, subsequent","CR, §11-204(c)(2)","Misd.","3Y","","Person","VI","$5,000"
"1-0297","289","Obscene Matter
Sale or display of certain items to
persons younger than 18 years old,
subsequent","CR, §11-203(d)(2)","Misd.","3Y","","Person","VI","$5,000"
"1-3799","289","Obscene Matter
Sale or display of certain items to
persons younger than 18 years old,
subsequent","CR, §11-203(d)(2)","Misd.","3Y","","Person","VI","$5,000"
